ISIN_No,BSE_Scrip_Code,BSE_Scrip_Id,BSE_Scrip_Name,NSE_ID,Nse_Name,Sector,Industry,Quandl_Code
INE998I01010,533088,MHRIL,MAHINDRA HOLIDAYS &amp; RESORTS INDIA LTD.,MHRIL,Mahindra Holidays & Resorts India Limited,Services,Tourism,MHRIL
INE813A01018,532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,MAHLIFE,Mahindra Lifespace Developers Limited,Construction,Real Estate,MAHLIFE
INE683C01011,590078,MAITHANALL,MAITHAN ALLOYS LTD.,MAITHANALL,Maithan Alloys Limited,Metals,Ferro Alloys,MAITHANALL
INE201B01022,500267,MAJESAUT,MAJESTIC AUTO LTD.-$,MAJESAUTO,Majestic Auto Ltd,Automobile,Two & Three Wheelers,MAJESAUT
INE987A01010,506919,MAKERSL,MAKERS LABORATORIES LTD.-$,NM,NM,Healthcare,Drugs & Pharma,MAKERSL
INE438D01018,501473,MALTC,MALABAR TRADING CO.LTD.,NM,NM,Financial,Misc. Fin.services,MALTC
INE383H01017,532728,MALUPAPER,MALU PAPER MILLS LTD.,MALUPAPER,Malu Paper Mills Limited,FMCG,Paper,MALUPAPER
INE272B01015,502995,MALWACOTT,MALWA COTTON SPINNING MILLS LTD.,MALWACOTT,Malwa Cotton Spg. Mills Limited,Textiles,Synthetic Yarn,MALWACOTT
INE993A01026,513269,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,MANINDS,Man Industries (India) Limited,Metals,Aluminium Prod.,MANINDS
INE949H01023,533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,MANINFRA,Man Infraconstruction Limited,Construction,Construction,MANINFRA
INE859Q01017,539045,MNKALCOLTD,Manaksia Aluminium Company Ltd,MANAKALUCO,Manaksia Aluminium Company Limited,Metals,Aluminium Prod.,MNKALCOLTD
INE830Q01018,539046,MNKCMILTD,Manaksia Coated Metals & Industries Ltd,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Metals,Metal Tanks & Fabrications,MNKCMILTD
INE831Q01016,539043,MANAKINDLTD,Manaksia Industries Ltd,MANAKINDST,Manaksia Industries Limited,Metals,Metal Tanks & Fabrications,MANAKINDLTD
INE015D01022,532932,MANAKSIA,MANAKSIA LTD.,MANAKSIA,Manaksia Limited,FMCG,Misc. Manuf.Articles,MANAKSIA
INE824Q01011,539044,MANAKSTELTD,Manaksia Steels Ltd,MANAKSTEEL,Manaksia Steels Limited,Metals,Stainless Steel,MANAKSTELTD
INE201A01024,500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,MANALIPETC,Manali Petrochemicals Limited,Chemicals,Organic Chemicals,MANALIPETC
INE522D01027,531213,MANAPPURAM,MANAPPURAM FINANCE LTD.,MANAPPURAM,Manappuram Finance Limited,Financial,Hire Purchase,MANAPPURAM
INE087J01010,533204,MANDHANA,Mandhana Industries Ltd,MANDHANA,Mandhana Industries Limited,Textiles,Readymade Garments,MANDHANA
INE545L01013,505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.,NM,NM,Financial,Hire Purchase,MANCREDIT
INE347A01017,502157,MANGLMCEM,MANGALAM CEMENT LTD.,MANGLMCEM,Mangalam Cement Limited,Construction,Cement,MANGLMCEM
INE584F01014,532637,MANGALAM,MANGALAM DRUGS &amp; ORGANICS LTD.,MANGALAM,Mangalam Drugs And Organics Limited,Healthcare,Drugs & Pharma,MANGALAM
INE717C01017,537800,MANGIND,Mangalam Industrial Finance Ltd,NM,NM,Financial,Misc. Fin.services,MANGIND
INE370D01013,514418,MANORG,Mangalam Organics Limited,NM,NM,Chemicals,Misc.Chem.,MANORG
INE805B01012,516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.,MANGTIMBER,Mangalam Timber Products Limited,FMCG,Wood,MANGTIMBER
INE558B01017,530011,MANGCHEFER,MANGALORE CHEMICALS &amp; FERTILIZERS LTD.,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Chemicals,Nitrogenous Fertilizer.,MANGCHEFER
INE103A01014,500109,MRPL,MANGALORE REFINERY &amp; PETROCHEMICALS LTD.,MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Crude Oil & Natural Gas,MRPL
INE820B01011,530243,MANGASOF,MANGALYA SOFT-TECH LTD.,NM,NM,Technology,Computer Software,MANGASOF
INE798E01013,507938,MNPLFIN,MANIPAL FINANCE CORPORATION LTD.,NM,NM,Financial,Hire Purchase,MNPLFIN
INE320D01018,533078,MANJEERA,MANJEERA CONSTRUCTIONS LTD.,MANJEERA,Manjeera Constructions Ltd,Construction,Construction,MANJEERA
INE435H01015,532950,MANJUSHREE,MANJUSHREE TECHNOPACK LTD.,MANJUSHREE,Manjushree Technopack Limited,Chemicals,Plastic Packaging goods,MANJUSHREE
INE948I01015,530537,MANRAJH,MANRAJ HOUSING FINANCE LTD.,NM,NM,Financial,Housing Finance,MANRAJH
INE094E01017,511758,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,NM,NM,Financial,Misc. Fin.services,MANSIFIN
INE867A01022,505324,MANUGRAPH,MANUGRAPH INDIA LTD.-$,MANUGRAPH,Manugraph India Limited,Engineering,Industrial Machinery,MANUGRAPH
INE397C01018,538970,MANVIJAY,Manvijay Development Company Ltd,NM,NM,Construction,Real Estate,MANVIJAY
INE848M01019,509762,MAPROIN,MAPRO INDUSTRIES LTD.,NM,NM,Chemicals,Indl.Gases,MAPROIN
INE882A01013,521018,MARALOVER,MARAL OVERSEAS LTD.,MARALOVER,Maral Overseas Limited,Textiles,Cotton & Blended Yarn,MARALOVER
INE182D01012,503101,MARATHON,MARATHON NEXTGEN REALTY LTD.,NM,NM,Textiles,Cloth,MARATHON
INE347D01011,502250,MARATHR,MARATHWADA REFRACTORIES LTD.,NM,NM,Construction,Refractories,MARATHR
INE941E01019,530543,MARG,MARG LTD.,MARG,Marg Ltd,Construction,Construction,MARG
INE942E01017,513648,MARGPROIN,MARG PROJECTS AND INFRASTRUCTURE LTD.,NM,NM,Financial,Hire Purchase,MARGPROIN
INE680B01019,500206,MARGOFIN,Margo Finance Limited,NM,NM,Financial,Equipt.Leasing,MARGOFIN
INE432P01015,538503,MARICOKAYEL,Marico Kaya Enterprises Ltd,MAKE,Marico Kaya Enterprises Limited,Diversified,Diversified,MARICOKAYEL
INE196A01026,531642,MARICO,MARICO LTD.,MARICO,Marico Limited,FMCG,Vegetable oils,MARICO
INE944C01017,526891,MKTCREAT,MARKET CREATORS LTD.,NM,NM,Financial,Misc. Fin.services,MKTCREAT
INE750C01026,524404,MARKSANS,MARKSANS PHARMA LTD.,MARKSANS,Marksans Pharma Limited,Healthcare,Health Services,MARKSANS
INE415B01036,517467,MARSONS,MARSONS LIMITED,NM,NM,Engineering,Transformers,MARSONS
INE199D01016,523566,MARBU,MARTIN BURN LTD.,NM,NM,Construction,Real Estate,MARBU
INE392G01010,531540,MAINFRA,MARUTI INFRASTRUCTURE LTD.,NM,NM,Financial,Misc. Fin.services,MAINFRA
INE368C01019,531319,MARUTISE,MARUTI SECURITIES LTD.,NM,NM,Financial,Misc. Fin.services,MARUTISE
INE585B01010,532500,MARUTI,MARUTI SUZUKI INDIA LTD.,MARUTI,Maruti Suzuki India Limited,Automobile,Cars & Multi Utility Vehicles,MARUTI
INE571D01016,530497,MARVEL,MARVEL CAPITAL &amp; FINANCE (INDIA) LTD.,NM,NM,Financial,Hire Purchase,MARVEL
INE759A01021,523704,MASTEK,MASTEK LTD.,MASTEK,Mastek Limited,Technology,Computer Software,MASTEK
INE523D01017,506867,MASCH,MASTER CHEMICALS LTD.,NM,NM,Textiles,Cloth,MASCH
INE677D01011,511768,MASTERTR,MASTER TRUST LTD.,NM,NM,Financial,Hire Purchase,MASTERTR
INE095E01014,532470,MPFSL,MATHER &amp; PLATT FIRE SYSTEMS LTD.,NM,NM,Engineering,Industrial Machinery,MPFSL
INE963B01019,511688,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,NM,NM,Financial,Hire Purchase,MATHEWE
INE265N01030,526671,MKEL,Matra Kaushal Enterprise Limited,NM,NM,Cons Durable,Domestic Electrical Applns.,MKEL
INE190E01021,512167,MATRAREAL,MATRA REALTY LTD.,NM,NM,Financial,Misc. Fin.services,MATRAREAL
INE365O01010,512165,MATRUTR,MATRU-SMRITI TRADERS LTD.,NM,NM,Financial,Misc. Fin.services,MATRUTR
INE856C01047,590083,MAVENSBIO,MAVENS BIOTECH LTD.,NM,NM,Chemicals,Other Fertilisers,MAVENSBIO
INE073A01019,500248,MAVIIND,MAVI INDUSTRIES LTD.,KRISNAFILA,Mavi Industries Ltd,Textiles,Textile Processing,MAVIIND
INE636A01039,523371,MAWANASUG,MAWANA SUGARS LTD.,MAWANASUG,Mawana Sugars Limited,FMCG,Sugar,MAWANASUG
INE253N01010,534563,MASL,MAX ALERT SYSTEMS LTD.,NM,NM,Engineering,Industrial Machinery,MASL
INE180A01020,500271,MAX,MAX INDIA LTD.,MAX,Max India Limited,Financial,Invest.Services,MAX
INE393F01010,534338,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,NM,NM,Construction,Real Estate,MAXHEIGHTS
INE161B01036,526538,MAXIMAA,MAXIMAA SYSTEMS LTD.,NM,NM,Financial,Trading,MAXIMAA
INE450G01024,532613,MAXWELL,MAXWELL INDUSTRIES LTD.,MAXWELL,Maxwell Industries Limited,Textiles,Cloth,MAXWELL
,531221,MAYURFL,MAYUR FLOORINGS LTD.,NM,NM,Construction,Granite and Ceramic tiles,MAYURFL
INE799E01011,531680,MAYUR,MAYUR LEATHER PRODUCTS LTD.,NM,NM,FMCG,Footwear,MAYUR
INE040D01038,522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,MAYURUNIQ,Mayur Uniquoters Ltd,Textiles,Misc.Textiles,MAYURUNIQ
INE885E01034,523792,MAZDALTD,MAZDA LTD.-$,NM,NM,Healthcare,Health Services,MAZDALTD
INE912H01013,533152,MBLINFRA,MBL Infrastructures Ltd,MBLINFRA,MBL Infrastructures Limited,Construction,Infrastructure,MBLINFRA
INE836H01014,532852,MCDHOLDING,MCDOWELL HOLDINGS LTD.,MCDHOLDING,McDowell Holdings Limited,Financial,Misc. Fin.services,MCDHOLDING
INE942G01012,532654,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,Mcleod Russel India Limited,FMCG,Tea & Coffee,MCLEODRUSS
INE748A01016,532629,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,MBECL,Mcnally Bharat Engineering Company Limited,Construction,Construction,MBECL
INE737A01019,523221,MCSLTD,MCS LTD.,NM,NM,Services,Misc.Other Services,MCSLTD
INE200D01020,512267,MMWL,MEDIA MATRIX WORLDWIDE LTD.,MMWL,Media Matrix Worldwide Ltd,Services,Recreational Services,MMWL
INE828I01019,503685,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,NM,NM,Financial,Misc. Fin.services,MEDIAONE
INE646B01010,531146,MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$,NM,NM,Healthcare,Drugs & Pharma,MEDICAMEQ
INE442D01010,523144,MEDICAPQ,MEDI-CAPS LTD.-$,MEDICAPS,Medi Caps Ltd,Healthcare,Drugs & Pharma,MEDICAPQ
INE047C01019,526301,MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.,NM,NM,Healthcare,Health Services,MEDINOV
INE242Q01016,538834,MEL,Meenakshi Enterprises Ltd,NM,NM,Financial,Misc. Fin.services,MEL
,512505,MEENST,MEENAKSHI STEEL INDUSTRIES LTD.,NM,NM,Metals,Stainless Steel,MEENST
INE188C01011,511276,MEFCOM,MEFCOM AGRO INDUSTRIES LTD.,NM,NM,FMCG,Other Agri.prod.,MEFCOM
INE186C01015,531176,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,NM,NM,Financial,Hire Purchase,MEFCOMCAP
INE804B01023,531417,MEGACOR,MEGA CORPORATION LTD.,NM,NM,Technology,Computer Software,MEGACOR
INE524D01015,532105,MEGFI,MEGA FIN (INDIA) LTD.,NM,NM,Financial,Hire Purchase,MEGFI
INE933B01012,532408,MEGASOFT,MEGASOFT LTD.,MEGASOFT,Megasoft Limited,Technology,Computer Software,MEGASOFT
INE974H01013,532865,MEGH,MEGHMANI ORGANICS LTD.,MEGH,Meghmani Organics Limited,Chemicals,Organic Chemicals,MEGH
INE218B01018,511367,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,NM,NM,Financial,Hire Purchase,MEGLON
INE756R01013,539012,MEGRISOFT,Megri Soft Ltd,NM,NM,Technology,Computer Software,MEGRISOFT
INE239B01014,511740,MEHTAHG,MEHTA HOUSING FINANCE LTD.,NM,NM,Financial,Housing Finance,MEHTAHG
INE240B01012,511377,MEHIF,MEHTA INTEGRATED FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,MEHIF
INE241B01010,511738,MEHSECU,MEHTA SECURITIES LTD.,NM,NM,Financial,Equipt.Leasing,MEHSECU
INE817A01019,532307,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,MELSTAR,Melstar Information Technologies Limited,Technology,Computer Software,MELSTAR
INE071D01033,523828,MENONBE,MENON BEARINGS LTD.-$,MENONBE,Menon Bearings Ltd,Automobile,Auto Ancillaries,MENONBE
INE650G01011,531727,MENNPIS,MENON PISTONS LTD.,NM,NM,Automobile,Auto Ancillaries,MENNPIS
INE776I01010,539126,MEP,MEP Infrastructure Developers Ltd,MEP,MEP Infrastructure Developers Ltd,Construction,Infrastructure,MEP
INE689O01013,538942,MERCANTILE,Mercantile Ventures Ltd,NM,NM,Financial,Business Consultancy,MERCANTILE
INE934B01028,526235,MERCATOR,MERCATOR LTD.-$,MERCATOR,Mercator Limited,Services,Shipping,MERCATOR
INE199A01012,500126,MERCK,MERCK LTD.,MERCK,Merck Limited,Healthcare,Drugs & Pharma,MERCK
INE947G01011,538964,MERCURYLAB,Mercury Laboratories Ltd,NM,NM,Healthcare,Drugs & Pharma,MERCURYLAB
INE763M01010,531357,MERMETL,MERCURY METALS LTD.,NM,NM,Services,Misc.Other Services,MERMETL
,512415,MERCTRD,MERCURY TRADE LINKS LTD.,NM,NM,Financial,Invest.Services,MERCTRD
INE161E01014,531810,METALCO,METAL COATINGS (INDIA) LTD.,NM,NM,Metals,Other Metal prod.,METALCO
INE592I01029,532990,METKORE,METKORE ALLOYS &amp; INDUSTRIES LTD.,METKORE,Metkore Alloys & Industries Limited,Metals,Ferro Alloys,METKORE
INE085D01033,500159,METROGLOBL,Metroglobal Limited,GLOBABOARD,Metroglobal Ltd,FMCG,Paper,METROGLOBL
INE756D01013,512253,MEUSEKARA,MEUSE KARA &amp; SUNGRACE MAFATLAL LTD.,NM,NM,Financial,Invest.Services,MEUSEKARA
INE404E01018,531236,MEWARPOL,MEWAR POLYTEX LTD.,NM,NM,Chemicals,Plastic Packaging goods,MEWARPOL
INE244C01012,526622,MFLINDIA,MFL INDIA LTD.,NM,NM,FMCG,Cosmetics & Toiletries,MFLINDIA
INE614F01019,513721,MFSINTRCRP,MFS INTERCORP LTD.,NM,NM,Metals,Ferro Alloys,MFSINTRCRP
INE287C01029,532850,MIC,MIC ELECTRONICS LTD.,MIC,MIC Electronics Limited,Engineering,Electronic Equipts.,MIC
INE809F01015,523343,MICROSE,MICROSE INDIA LTD.,NM,NM,Financial,Invest.Services,MICROSE
INE019J01013,533259,MICROSEC,MICROSEC FINANCIAL SERVICES LTD.,MICROSEC,Microsec Financial Services Limited,Financial,Misc. Fin.services,MICROSEC
INE033E01015,526251,MIDEASTP,MID EAST PORTFOLIO MANAGEMENT LTD.,NM,NM,Energy,Electricity Generation,MIDEASTP
INE401C01018,500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,MIDINDIA,Mid India Industries Ltd,Textiles,Cotton & Blended Yarn,MIDINDIA
INE290M01022,531192,MIDINFRA,Midas Infra Trade Limited,NM,NM,Financial,Equipt.Leasing,MIDINFRA
INE046M01028,531597,MIDPOLY,MIDLAND POLYMERS LTD.,NM,NM,Chemicals,Plastic Films,MIDPOLY
INE519N01014,526570,MIDWEST,MIDWEST GOLD LTD.,NM,NM,Construction,Granite and Ceramic tiles,MIDWEST
INE081G01019,538895,MIHIKA,Mihika Industries Ltd,NM,NM,Financial,Trading,MIHIKA
INE151H01018,531338,MILESTONE,MILESTONE GLOBAL LTD.,NM,NM,Construction,Granite and Ceramic tiles,MILESTONE
INE588G01013,507621,MLKFOOD,MILKFOOD LTD.,NM,NM,FMCG,Dairy products,MLKFOOD
INE097E01028,522235,MINALIND,Minal Industries Limited,NM,NM,Financial,Trading,MINALIND
INE952C01028,531456,MINAXI,MINAXI TEXTILES LTD.,NM,NM,Textiles,Cloth,MINAXI
INE842C01021,538962,MINDACORP,Minda Corporation Ltd,MINDACORP,Minda Corporation Limited,Automobile,Auto Ancillaries,MINDACORP
INE405E01015,532539,MINDAIND,MINDA INDUSTRIES LTD.-$,MINDAIND,Minda Industries Limited,Automobile,Auto Ancillaries,MINDAIND
INE110B01017,517344,MINDTECK,MINDTECK (INDIA) LTD.,NM,NM,Technology,Computer Software,MINDTECK
INE018I01017,532819,MINDTREE,MINDTREE LTD.,MINDTREE,MindTree Limited,Technology,Computer Software,MINDTREE
INE259E01032,530955,MINDVISCAP,Mindvision Capital Ltd,NM,NM,Financial,Hire Purchase,MINDVISCAP
INE281E01010,523373,MINID,MINI DIAMONDS (INDIA) LTD.,NM,NM,Cons Durable,Gems & Jewellery,MINID
INE514C01018,532164,MINOLTAF,MINOLTA FINANCE LTD.,NM,NM,Financial,Misc. Fin.services,MINOLTAF
INE860N01012,505797,MPCOSEMB,MIPCO SEAMLESS RINGS (GUJARAT) LTD.,NM,NM,Metals,Finished Steel,MPCOSEMB
INE831A01028,500279,MIRCELECTR,MIRC ELECTRONICS LTD.,MIRCELECTR,MIRC Electronics Limited,Cons Durable,Consumer Electronics,MIRCELECTR
INE098E01018,505336,MIRCH,MIRCH TECHNOLOGIES LTD.,NM,NM,Engineering,Industrial Machinery,MIRCH
INE771A01026,526642,MIRZAINT,MIRZA INTERNATIONAL LTD.,MIRZAINT,Mirza International Limited,FMCG,Footwear,MIRZAINT
INE231N01024,512191,MISHKAFIN,MISHKA FINANCE AND TRADING LTD.,NM,NM,Financial,Misc. Fin.services,MISHKAFIN
,522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.,NM,NM,,,MIVENMACH
INE034D01031,509196,MMRUBBR-B,MM RUBBER COMPANY LTD.,NM,NM,Chemicals,Rubber & Rubber Prod.,MMRUBBRB
INE123F01029,513377,MMTC,MMTC LTD.,MMTC,MMTC Limited,Financial,Trading,MMTC
INE770B01026,532127,MOBILTEL,MOBILE TELECOMMUNICATIONS LTD.,NM,NM,Engineering,Electronic Equipts.,MOBILTEL
INE380D01012,503772,MODWOOL,MODELLA WOOLLENS LTD.,NM,NM,Textiles,Woolen ,MODWOOL
INE617B01011,519287,MODAIRY,MODERN DAIRIES LTD.,NM,NM,FMCG,Dairy products,MODAIRY
INE251D01023,503015,MODERN,MODERN INDIA LTD.-$,NM,NM,Textiles,Textile Processing,MODERN
INE370A01019,509760,MODRNSH,MODERN SHARES &amp; STOCKBROKERS LTD.,NM,NM,Financial,Housing Finance,MODRNSH
INE001F01019,513303,MDRNSTL,MODERN STEELS LTD.-$,NM,NM,Metals,Finished Steel,MDRNSTL
INE072D01015,537092,MODEX,Modex International Securities Ltd,NM,NM,Financial,Misc. Fin.services,MODEX
INE537F01012,519003,MODINATUR,Modi Naturals Limited,NM,NM,Engineering,Irrigation,MODINATUR
INE832A01018,500890,MODIRUBBER,MODI RUBBER LTD.,MODIRUBBER,Modi Rubber Limited,Automobile,Tyres & Tubes,MODIRUBBER
INE115R01012,539007,MODI,Modi Udyog Ltd,NM,NM,Diversified,Diversified,MODI
INE170C01019,503776,MODIPON,MODIPON LTD.,MODIPON,Modipon Ltd,Textiles,Synthetic Yarn,MODIPON
INE737D01021,506261,MODISNME,MODISON METALS LTD.-$,NM,NM,Engineering,Switching Equipment,MODISNME
INE954E01012,531453,MOHITIND,MOHIT INDUSTRIES LTD.-$,MOHITIND,Mohit Industries Limited,Textiles,Textile Processing,MOHITIND
INE388C01017,530169,MOHITPPR,MOHIT PAPER MILLS LTD.,NM,NM,FMCG,Paper,MOHITPPR
INE490G01020,533286,MOIL,MOIL LTD.,MOIL,MOIL Limited,Metals,Minerals,MOIL
INE893J01011,533080,MOLDTKPAC,Mold-Tek Packaging Limited,MOLDTKPAC,Mold-Tek Packaging Limited,Chemicals,Plastic Packaging goods,MOLDTKPAC
INE835B01027,526263,MOLDTEK,MOLD-TEK TECHNOLOGIES LTD.,MOLDPLAST,Mold-Tek Technologies Ltd,Chemicals,Plastic Packaging goods,MOLDTEK
INE340O01013,535910,MMLF,Money Masters Leasing &amp; Finance Ltd,NM,NM,Financial,Hire Purchase,MMLF
INE407E01029,532078,MONNETIN,MONNET INDUSTRIES LTD.,NM,NM,Metals,Stainless Steel,MONNETIN
INE743C01013,513446,MONNETISPA,MONNET ISPAT &amp; ENERGY LTD.,MONNETISPA,Monnet Ispat and Energy Limited,Metals,Sponge Iron,MONNETISPA
INE493H01014,532723,MONNETPRO,MONNET PROJECT DEVELOPERS LTD.,NM,NM,Construction,Real Estate,MONNETPRO
INE811D01016,505343,MONOT,MONOTYPE INDIA LTD.,NM,NM,FMCG,Misc. Manuf.Articles,MONOT
INE274B01011,524084,MONSANTO,MONSANTO INDIA LTD.,MONSANTO,Monsanto India Limited,Chemicals,Pesticides,MONSANTO
INE950M01013,538836,MONTECARLO,Monte Carlo Fashions Ltd,MONTECARLO,Monte Carlo Fashions Limited,Textiles,Readymade Garments,MONTECARLO
INE526D01010,530033,MOONB,MOONBEAM INDUSTRIES LTD.,NM,NM,Textiles,Misc.Textiles,MOONB
INE153K01018,530167,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,MONGIPA
INE618R01015,539199,MOONGIPASEC,Moongipa Securities Ltd,NM,NM,Financial,Misc. Fin.services,MOONGIPASEC
INE161G01027,532621,MORARJEE,MORARJEE TEXTILES LTD.,MORARJEE,Morarjee Textiles Limited,Textiles,Textile Processing,MORARJEE
INE367A01015,511549,MORARKFI,MORARKA FINANCE LTD.,NM,NM,Financial,Hire Purchase,MORARKFI
INE083A01026,500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drugs & Pharma,MOREPENLAB
INE902C01015,526237,MORGAN,MORGAN VENTURES LTD.,NM,NM,Financial,Hire Purchase,MORGAN
INE599F01012,523160,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,NM,NM,Construction,Granite and Ceramic tiles,MORGANITE
INE933B01012,532407,MOSCHIP,MOSCHIP SEMICONDUCTOR TECHNOLOGY LTD.,NM,NM,Technology,Computer Software,MOSCHIP
INE739A01015,517140,MOSERBAER,MOSER BAER INDIA LTD.,MOSERBAER,Moser-Baer (I) Limited,Technology,Computer Hardware,MOSERBAER
INE775A01035,517334,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,MOTHERSUMI,Motherson Sumi Systems Limited,Automobile,Auto Ancillaries,MOTHERSUMI
INE338I01027,532892,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial,Misc. Fin.services,MOTILALOFS
INE861B01015,501343,MOTOGENFIN,MOTOR &amp; GENERAL FINANCE LTD.,MOTOGENFIN,The Motor & General Finance Limited,Financial,Hire Purchase,MOTOGENFIN
INE690B01018,531096,MOUNTEVE,MOUNT EVEREST MINERAL WATER LTD.,NM,NM,FMCG,Food Processing,MOUNTEVE
INE410C01019,507522,MOUNTSHIQ,MOUNT SHIVALIK INDUSTRIES LTD.-$,NM,NM,FMCG,Beer,MOUNTSHIQ
INE691B01016,590011,MOVINGPI,MOVING PICTURE COMPANY (INDIA) LTD.,NM,NM,Services,Recreational Services,MOVINGPI
INE356A01018,526299,MPHASIS,MPHASIS LTD.,MPHASIS,MphasiS Limited,Technology,Computer Software,MPHASIS
INE844C01027,500450,MPILCORPL,MPIL CORPORATION LTD.,MATHPLATT,MPIL Corporation Ltd,Engineering,Industrial Machinery,MPILCORPL
INE343A01016,526143,MPL,MPL Plastics Limited,MILTONPLAS,MPL Plastics Ltd,Chemicals,Plastic Packaging goods,MPL
INE943D01017,532440,MPSLTD,MPS LTD.,MPSLTD,MPS Limited,FMCG,Books & Newspapers,MPSLTD
INE883A01011,500290,MRF,MRF LTD.,MRF,MRF Limited,Automobile,Tyres & Tubes,MRF
INE398B01018,532376,MRO-TEK,MRO-TEK LTD.,MRO-TEK,MRO-TEK Limited,Technology,Computer Software,MROTEK
INE738D01011,512065,MRUTR,MRUGESH TRADING LTD.,NM,NM,Financial,Invest.Services,MRUTR
INE752G01015,532650,MSPL,MSP STEEL &amp; POWER LTD.,MSPL,MSP Steel & Power Limited,Metals,Steel Tubes & Pipes,MSPL
INE331L01026,508922,MSRINDIA,MSR INDIA LTD.,NM,NM,Financial,Hire Purchase,MSRINDIA
INE472M01018,534312,MTEDUCARE,MT EDUCARE LTD.,MTEDUCARE,MT Educare Limited,Services,Education,MTEDUCARE
INE220D01010,531919,MUDITFN,MUDIT FINLEASE LTD.,NM,NM,Financial,Misc. Fin.services,MUDITFN
INE311H01018,532820,MUDRA,MUDRA LIFESTYLE LTD.,MUDRA,Mudra Lifestyle Limited,Textiles,Textile Machinery,MUDRA
INE022B01014,532097,MUKANDENGG,MUKAND ENGINEERS LTD.,MUKANDENGG,Mukand Engineers Limited,Construction,Infrastructure,MUKANDENGG
INE304A01026,500460,MUKANDLTD,MUKAND LTD.,MUKANDLTD,Mukand Limited,Metals,Finished Steel,MUKANDLTD
INE862C01011,523832,MUKATPIP,MUKAT PIPES LTD.-$,MUKATPIPE,Mukat Pipes Ltd,Metals,Steel Tubes & Pipes,MUKATPIP
INE596B01017,530341,MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,NM,NM,Financial,Equipt.Leasing,MUKESHB
INE953G01019,513265,MUKESTL,MUKESH STEELS LTD.,NM,NM,Metals,Finished Steel,MUKESTL
INE946G01013,517374,MUKSTRI,MUKESH STRIPS LTD.,NM,NM,Metals,Other Metal prod.,MUKSTRI
INE374B01019,532357,MUKTAARTS,MUKTA ARTS LTD.,MUKTAARTS,Mukta Arts Limited,Services,Recreational Services,MUKTAARTS
INE003F01015,501477,MULLER,MULLER &amp; PHIPPS (INDIA) LTD.,NM,NM,Financial,Trading,MULLER
INE745G01035,534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,MCX,Multi Commodity Exchange of India Limited,Financial,Misc. Fin.services,MCX
INE678F01014,526169,MULTIBASE,MULTIBASE INDIA LTD.,NM,NM,Chemicals,Plastic Resins,MULTIBASE
INE886E01016,505594,MULTIIN,MULTIPLUS HOLDINGS LTD.,NM,NM,Financial,Misc. Fin.services,MULTIIN
INE017P01014,504356,ZMULTIPU,MULTIPURPOSE TRADING &amp; AGENCIES LTD.,NM,NM,Financial,Invest.Services,ZMULTIPU
INE672B01032,520059,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,MUNJALAU,Munjal Auto Industries Limited,Automobile,Auto Ancillaries,MUNJALAU
INE577A01027,520043,MUNJALSHOW,MUNJAL SHOWA LTD.,MUNJALSHOW,Munjal Showa Limited,Automobile,Auto Ancillaries,MUNJALSHOW
INE910G01027,511200,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,NM,NM,Financial,Misc. Fin.services,MUNCAPM
