ISIN_No,BSE_Scrip_Code,BSE_Scrip_Id,BSE_Scrip_Name,NSE_ID,Nse_Name,Sector,Industry,Quandl_Code
INE348D01019,531821,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,NM,NM,Financial,Hire Purchase,MUNOTHFI
INE410E01015,511401,MUNOTHI,MUNOTH INVESTMENTS LTD.,NM,NM,Communication,Communication Equipt.,MUNOTHI
INE806B01028,519323,MURLIIND,MURLI INDUSTRIES LTD.-$,MURLIIND,Murli Industries Limited,FMCG,Soyabean Prod.,MURLIIND
INE692B01014,515037,MURUDCERA,MURUDESHWAR CERAMICS LTD.,MURUDCERA,Murudeshwar Ceramics Limited,Construction,Granite and Ceramic tiles,MURUDCERA
INE296G01013,511766,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,MUTHOOTCAP,Muthoot Capital Services Ltd,Financial,Hire Purchase,MUTHTFN
INE414G01012,533398,MUTHOOTFIN,MUTHOOT FINANCE LTD.,MUTHOOTFIN,Muthoot Finance Limited,Financial,Misc. Fin.services,MUTHOOTFIN
INE744I01034,532991,MVL,MVL LTD.,MVL,MVL Limited,Construction,Real Estate,MVL
INE578D01011,532442,MWTEXX,MW UNITEXX LTD.,NM,NM,Textiles,Textile Processing,MWTEXX
INE232L01018,538862,MYMONEY,My Money Securities Ltd,NM,NM,Financial,Invest.Services,MYMONEY
INE924F01012,502405,MYSPAPE,MYSORE PAPER MILLS LTD.,NM,NM,FMCG,Paper,MYSPAPE
INE741A01011,506734,MYSORPETRO,MYSORE PETRO CHEMICALS LTD.-$,MYSORPETRO,Mysore Petro Chemicals Ltd,Chemicals,Organic Chemicals,MYSORPETRO
INE643D01013,512024,NDMETAL,N.D.METAL INDUSTRIES LTD.,NM,NM,Metals,Copper,NDMETAL
INE825C01018,530897,NGIND,N.G.INDUSTRIES LTD.-$,NM,NM,Healthcare,Health Services,NGIND
INE740D01017,516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES LTD.,NM,NM,FMCG,Paper,NRAGRINDQ
INE605F01017,532623,NRINTER,N.R.INTERNATIONAL LTD.,NM,NM,Services,Misc.Other Services,NRINTER
INE043F01011,512279,NNTL,N2N Technologies Limited,NM,NM,Financial,Invest.Services,NNTL
INE793H01017,531832,NAGTECH,NAGARJUNA AGRI TECH LTD.,NM,NM,FMCG,Floriculture,NAGTECH
INE295D01020,524709,NAGAAGRI,NAGARJUNA AGRICHEM LTD.,NM,NM,Chemicals,Pesticides,NAGAAGRI
INE453M01018,534184,NAGAROIL,NAGARJUNA OIL REFINERY LTD.,NAGAROIL,Nagarjuna Oil Refinery Limited,Energy,Crude Oil & Natural Gas,NAGAROIL
INE099E01016,532362,NAGPI,NAGPUR POWER &amp; INDUSTRIES LTD.,NM,NM,Energy,Electricity Generation,NAGPI
INE245I01016,532895,NAGREEKCAP,NAGREEKA CAPITAL &amp; INFRASTRUCTURE LTD.,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial,Invest.Services,NAGREEKCAP
INE123B01028,521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,NAGREEKEXP,Nagreeka Exports Limited,Textiles,Textile Machinery,NAGREEKEXP
INE049I01012,532952,NAHARCAP,NAHAR CAPITAL &amp; FINANCIAL SERVICES LTD.,NAHARCAP,Nahar Capital and Financial Services Limited,Financial,Invest.Services,NAHARCAP
INE289A01011,519136,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,NAHARINDUS,Nahar Industrial Enterprises Limited,FMCG,Vanaspati,NAHARINDUS
INE308A01027,523391,NAHARPOLY,NAHAR POLYFILMS LTD.,NAHARPOLY,Nahar Poly Films Limited,Textiles,Textile Processing,NAHARPOLY
INE290A01027,500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,NAHARSPING,Nahar Spinning Mills Limited,Textiles,Readymade Garments,NAHARSPING
INE360M01015,531365,NAISARG,NAISARGIK AGRITECH (INDIA) LTD.,NM,NM,FMCG,Other Agri.prod.,NAISARG
INE559B01023,521030,NAKODA,Nakoda Limited-$,NAKODA,Nakoda Limited,Textiles,Textile Processing,NAKODA
INE606C01012,531212,NALINLEA,NALIN LEASE FINANCE LTD.,NM,NM,Financial,Misc. Fin.services,NALINLEA
INE023A01030,532256,NSIL,NALWA SONS INVESTMENTS LTD.,NSIL,Nalwa Sons Investments Limited,Financial,Invest.Services,NSIL
INE792G01011,538395,NAM,Nam Securities Ltd,NM,NM,Financial,Misc. Fin.services,NAM
INE875G01030,532641,NDL,Nandan Denim Limited,NDL,Nandan Denim Limited,Textiles,Cloth,NDL
INE540C01013,519455,NARBADA,NARBADA GEMS AND JEWELLERY LTD.,NM,NM,FMCG,Poultry & meat prod.,NARBADA
INE603F01012,531416,NARPROP,NARENDRA PROPERTIES LTD.,NM,NM,Construction,Real Estate,NARPROP
INE869A01010,526739,SHAWGELTIN,NARMADA GELATINES LTD.,SHAWGELTIN,Narmada Gelatines Ltd,Chemicals,Misc.Chem.,SHAWGELTIN
INE987B01018,524816,NATCOPHARM,NATCO PHARMA LTD.,NATCOPHARM,Natco Pharma Limited,Healthcare,Drugs & Pharma,NATCOPHARM
INE448G01010,537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,NATHBIOGEN,Nath Bio-Genes (India) Limited,FMCG,Other Agri.prod.,NATHBIOGEN
INE776A01025,502407,NATHPULP,NATH PULP &amp; PAPER MILLS LTD.,NATHPULP,Nath Pulp & Paper Mills Ltd,FMCG,Paper,NATHPULP
INE139A01034,532234,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,National Aluminium Company Limited,Metals,Aluminium Prod.,NATIONALUM
INE095N01015,534309,NBCC,NATIONAL BUILDINGS CONSTRUCTION CORPORATION LTD.,NBCC,National Buildings Construction Corporation Limited,Construction,Real Estate,NBCC
INE870D01012,523630,NFL,NATIONAL FERTILIZERS LTD.,NFL,National Fertilizers Limited,Chemicals,Nitrogenous Fertilizer.,NFL
INE643C01015,531289,NATFIT,National Fittings Limited,NM,NM,Metals,Steel Tubes & Pipes,NATFIT
INE654H01011,531651,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,NM,NM,Metals,Finished Steel,NATGENI
INE296D01010,507813,NOL,NATIONAL OXYGEN LTD.,NOL,National Oxygen Ltd,Chemicals,Indl.Gases,NOL
INE585A01020,500298,NATPEROX,NATIONAL PEROXIDE LTD.,NATPEROXID,National Peroxide Ltd,Chemicals,Inorganic Chem.,NATPEROX
INE233D01013,526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,NM,NM,Chemicals,Other Plastic Prod.,NATPLAS
INE896D01017,531287,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,NM,NM,Chemicals,Other Plastic Prod.,NATPLASTI
INE497C01016,516062,NATPLY,NATIONAL PLYWOOD INDUSTRIES LTD.,NM,NM,,,NATPLY
INE088B01015,513179,NATNLSTEEL,NATIONAL STEEL &amp; AGRO INDUSTRIES LTD.,NATNLSTEEL,National Steel And Agro Industries Limited,Metals,Finished Steel,NATNLSTEEL
INE444D01016,530119,NATRAJPR,NATRAJ PROTEINS LTD.,NM,NM,FMCG,Oil cakes & Animal Feed,NATRAJPR
INE487B01019,531834,NATHUEC,NATURA HUE CHEM LTD.,NM,NM,FMCG,Other Agri.prod.,NATHUEC
INE936B01015,524654,NATCAPSUQ,NATURAL CAPSULES LTD.,NM,NM,Healthcare,Drugs & Pharma,NATCAPSUQ
INE223R01014,538926,NAPL,Naturite Agro Products Ltd,NM,NM,FMCG,Other Agri.prod.,NAPL
INE725A01022,513023,NBVENTURES,NAVA BHARAT VENTURES LTD.,NBVENTURES,Nava Bharat Ventures Limited,Diversified,Diversified,NBVENTURES
,519200,NVCMIND,NAVCOM INDUSTRIES LTD.,NM,NM,FMCG,Vegetable oils,NVCMIND
INE048G01018,532504,NAVINFLUOR,Navin Fluorine International Limited-$,NAVINFLUOR,Navin Fluorine International Limited,Chemicals,Organic Chemicals,NAVINFLUOR
INE268H01010,531494,NAVBLDR,NAVKAR BUILDERS LTD.,NM,NM,Construction,Infrastructure,NAVBLDR
INE060A01024,508989,NAVNETEDUL,Navneet Education Limited,NAVNETEDUL,Navneet Education Limited,Services,Publishing,NAVNETEDUL
INE898Q01015,538668,NAYSAA,Naysaa Securities Ltd,NM,NM,Financial,Misc. Fin.services,NAYSAA
INE006F01018,523242,NBFOOT,NB FOOTWEAR LTD.,NM,NM,FMCG,Footwear,NBFOOT
INE768B01012,531452,NCCFIN,NCC FINANCE LTD.,NM,NM,Financial,Hire Purchase,NCCFIN
INE868B01028,500294,NCC,NCC Limited,NCC,NCC Limited,Construction,Construction,NCC
INE732C01016,502168,NCLIND,NCL INDUSTRIES LTD.-$,NCLIND,NCL Industries Limited,Construction,Cement,NCLIND
INE026C01013,511535,NDASEC,NDA SECURITIES LTD.,NM,NM,Financial,Hire Purchase,NDASEC
INE023H01027,532649,NECLIFE,NECTAR LIFESCIENCES LTD.,NECLIFE,Nectar Lifesciences Limited,Healthcare,Drugs & Pharma,NECLIFE
INE605D01012,508670,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,NM,NM,FMCG,Tea & Coffee,NEAGI
INE741D01015,531049,NEELKAN,NEELKANTH ROCKMINERALS LTD.,NM,NM,Construction,Granite and Ceramic tiles,NEELKAN
INE546F01013,530697,NEELKATEC,NEELKANTH TECHNOLOGIES LTD.,NM,NM,Financial,Hire Purchase,NEELKATEC
INE874D01022,519560,NEHAINT,NEHA INTERNATIONAL LTD.,NEHAINT,Neha International Ltd,FMCG,Floriculture,NEHAINT
INE396C01010,539016,NEIL,Neil Industries Ltd,NM,NM,Financial,Misc. Fin.services,NEIL
INE189I01024,532864,NELCAST,NELCAST LTD.,NELCAST,Nelcast Limited,Metals,Castings & Forgings,NELCAST
INE045B01015,504112,NELCO,NELCO LTD.,NELCO,NELCO Limited,Engineering,Electronic Equipts.,NELCO
INE851C01014,523820,NEOCORP,NEO CORP INTERNATIONAL LTD.,NEOCORP,Neo Corp International Ltd,Chemicals,Plastic Packaging goods,NEOCORP
INE216I01017,514332,NEOINFRA,NEO INFRACON LTD.,NM,NM,Textiles,Textile Machinery,NEOINFRA
INE552E01014,526195,NOGMIND,NEOGEM INDIA LTD.,NM,NM,Cons Durable,Gems & Jewellery,NOGMIND
INE587A01018,500452,NEPCAGRO,NEPC AGRO FOODS LTD.,NEPCAGRO,NEPC  Agro Foods Limited,Cons Durable,Electricity Generation,NEPCAGRO
INE588A01016,500301,NEPCMICON,NEPC INDIA LTD.,NEPCMICON,NEPC India Limited,Energy,Electricity Generation,NEPCMICON
INE471B01013,531077,NEPCPAPER,NEPC PAPER & BOARD LTD.,NEPCPAPER,National Wind Power Corporation Ltd,FMCG,Paper,NEPCPAPER
INE317F01027,505355,NESCO,NESCO LTD.,NESCO,Nesco Limited,Construction,Real Estate,NESCO
INE239A01016,500790,NESTLEIND,NESTLE INDIA LTD.,NESTLEIND,Nestle India Limited,FMCG,Dairy products,NESTLEIND
INE553E01012,532912,NET4,NET 4 INDIA LTD.,NET4,Net 4 India Limited,Technology,Computer Software,NET4
INE040F01025,509040,NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,NM,NM,Technology,Computer Software,NETLINK
INE027D01019,511658,NETTLINX,NETTLINX LTD.,NM,NM,Technology,Computer Software,NETTLINX
INE738A01017,530811,NETVISTAIT,NETVISTA INFORMATION TECHNOLOGY LTD.,NETVISTAIT,Netvista Information Technology Ltd,Financial,Business Consultancy,NETVISTAIT
INE010C01017,523558,NETWORK,NETWORK LTD.,NETWORK,Network Ltd,Engineering,Electronic Equipts.,NETWORK
INE870H01013,532798,NETWORK18,NETWORK18 MEDIA &amp; INVESTMENTS LTD.,NETWORK18,Network18 Media & Investments Limited,Services,Recreational Services,NETWORK18
INE903D01011,511551,NETWORTH,NETWORTH STOCK BROKING LTD.,NM,NM,Financial,Hire Purchase,NETWORTH
INE794A01010,524558,NEULANDLAB,NEULAND LABORATORIES LTD.,NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drugs & Pharma,NEULANDLAB
INE155G01029,532529,NDTV,NEW DELHI TELEVISION LTD.,NDTV,New Delhi Television Limited,Services,Recreational Services,NDTV
INE800K01014,508867,NEWMKTADV,NEW MARKETS ADVISORY LTD.,NM,NM,Financial,Business Consultancy,NEWMKTADV
,501479,ZNEWSAGA,NEW SAGAR TRADING CO.LTD.,NM,NM,Financial,Invest.Services,ZNEWSAGA
INE596O01010,536644,NEWEVER,Newever Trade Wings Ltd,NM,NM,Metals,Other Metal prod.,NEWEVER
INE997D01021,531959,NEWINFRA,Newtime Infrastructure Limited,NM,NM,Healthcare,Drugs & Pharma,NEWINFRA
INE747B01016,532416,NEXTMEDIA,NEXT MEDIAWORKS LTD.,NEXTMEDIA,Next Mediaworks Limited,Services,Publishing,NEXTMEDIA
INE370Q01015,538874,NEXUSCOMMO,Nexus Commodities And Technologies Ltd,NM,NM,Technology,Computer Software,NEXUSCOMMO
INE589A01014,513683,NEYVELILIG,NEYVELI LIGNITE CORPORATION LTD.,NEYVELILIG,Neyveli Lignite Corporation Limited,Energy,Electricity Generation,NEYVELILIG
INE887E01022,524774,NGLFINE,NGL FINE-CHEM LTD.,NM,NM,Healthcare,Drugs & Pharma,NGLFINE
INE141C01028,517554,NHCFOODS,NHC FOODS LTD.,NM,NM,Technology,Computer Software,NHCFOODS
INE848E01016,533098,NHPC,NHPC LTD.,NHPC,NHPC Limited,Energy,Electricity Generation,NHPC
INE241C01026,590028,NICCO,NICCO CORPORATION LTD.,NICCO,Nicco Corporation Limited,Engineering,Wires & cables,NICCO
INE653C01022,526721,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,NM,NM,Services,Recreational Services,NICCOPAR
INE917B01015,523209,NICCOUCO,NICCO UCO ALLIANCE CREDIT LTD.,NM,NM,Financial,Hire Purchase,NICCOUCO
INE276H01013,512103,NIDHGRN,NIDHI GRANITES LTD.,NM,NM,Construction,Granite and Ceramic tiles,NIDHGRN
INE876E01033,531083,NIHARINF,NIHAR INFO GLOBAL LTD.,NM,NM,Financial,Invest.Services,NIHARINF
INE161A01038,500304,NIITLTD,NIIT LTD.,NIITLTD,NIIT Limited,Technology,Computer Software,NIITLTD
INE591G01017,532541,NIITTECH,NIIT TECHNOLOGIES LTD.,NIITTECH,NIIT Technologies Limited,Technology,Computer Software,NIITTECH
INE926C01014,526159,NIKHILAD,NIKHIL ADHESIVES LTD.-$,NM,NM,Chemicals,Chemical Extraction,NIKHILAD
INE526C01012,531272,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,NM,NM,Financial,Misc. Fin.services,NIKKIGL
INE937C01029,530377,NILA,NILA INFRASTRUCTURES LTD.,NILAINFRA,Nila Infrastructures Ltd,Construction,Real Estate,NILA
INE445D01013,530129,NILE,NILE LTD.,NM,NM,Metals,Metal Tanks & Fabrications,NILE
INE310A01015,523385,NILKAMAL,NILKAMAL LTD.,NILKAMAL,Nilkamal Limited,Chemicals,Other Plastic Prod.,NILKAMAL
INE301B01020,531598,NIMBUSFOO,NIMBUS FOODS INDUSTRIES LTD.,NM,NM,FMCG,Food Processing,NIMBUSFOO
INE470M01020,530971,NIMBUSI,NIMBUS INDUSTRIES LTD.,NM,NM,FMCG,Tea & Coffee,NIMBUSI
INE875B01015,511714,NIMBSPROJ,NIMBUS PROJECTS LTD.,NM,NM,Financial,Misc. Fin.services,NIMBSPROJ
INE368I01016,532986,NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,NM,NM,Construction,Cement,NIRAJ
INE242B01018,512425,NIRAVCOM,NIRAV COMMERCIALS LTD.,NM,NM,Metals,Aluminium Prod.,NIRAVCOM
INE910A01012,500307,NIRLON,NIRLON LTD.,NIRLON,Nirlon Ltd,Textiles,Synthetic Yarn,NIRLON
INE875R01011,539251,NIRVIKARA,Nirvikara Paper Mills Ltd,NIRVIKARA,Nirvikara Paper Mills Ltd,FMCG,Paper,NIRVIKARA
INE846H01039,532789,NCOPPER,NISSAN COPPER LTD.,NCOPPER,Nissan Copper Limited,Engineering,Wires & cables,NCOPPER
INE858F01012,532722,NITCO,NITCO LTD.,NITCO,Nitco Limited,Construction,Granite and Ceramic tiles,NITCO
INE639K01016,533202,NITESHEST,Nitesh Estates Ltd,NITESHEST,Nitesh Estates Limited,Construction,Real Estate,NITESHEST
INE861H01012,508875,NITINALOY,NITIN ALLOYS GLOBAL LTD.,NM,NM,Financial,Misc. Fin.services,NITINALOY
INE489H01020,532854,NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,NITINFIRE,Nitin Fire Protection Industries Limited,Engineering,Industrial Machinery,NITINFIRE
INE229H01012,532698,NITINSPIN,NITIN SPINNERS LTD.,NITINSPIN,Nitin Spinners Limited,Textiles,Cotton & Blended Yarn,NITINSPIN
INE265B01019,506532,NITTAGELA,NITTA GELATIN INDIA LTD.-$,KERALACHEM,Nitta Gelatin India Ltd,FMCG,Other Agri.prod.,NITTAGELA
INE992I01013,512381,ZNIVEMER,NIVEDITA MERCANTILE &amp; FINANCING LTD.,NM,NM,Financial,Misc. Fin.services,ZNIVEMER
INE552F01011,512245,ZNIVITRD,NIVI TRADING LTD.,NM,NM,Financial,Invest.Services,ZNIVITRD
INE520H01014,NM,NM,NM,BEARDSELL,Beardsell Limited,Financial,Trading,BEARDSELL
INE970N01019,NM,NM,NM,NGCT,Northgate Com Tech Limited,Technology,Computer Software,NGCT
INE528A01020,NM,NM,NM,GKWLIMITED,GKW Limited,Engineering,Transformers,GKWLIMITED
INE839G01010,NM,NM,NM,JOCIL,Jocil Limited,Others,Misc.Other Services,JOCIL
INE025A01027,NM,NM,NM,CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial,DFIs,CONSOFINVT
INE419A01022,NM,NM,NM,KOTARISUG,Kothari Sugars And Chemicals Limited,FMCG,Sugar,KOTARISUG
INE409C01011,NM,NM,NM,KRISHNAENG,Krishna Engineering Works Limited,Metals,Castings & Forgings,KRISHNAENG
INE414B01021,NM,NM,NM,ANTGRAPHIC,Antarctica Limited,FMCG,Books & Newspapers,ANTGRAPHIC
INE720A01015,NM,NM,NM,KOTHARIPET,Kothari Petrochemicals Limited,Chemicals,Caustic Soda,KOTHARIPET
INE369C01017,NM,NM,NM,NORBTEAEXP,Norben Tea & Exports Limited,FMCG,Tea & Coffee,NORBTEAEXP
INE451F01016,NM,NM,NM,APOLSINHOT,Apollo Sindoori Hotels Limited,Services,Hotels & Restaurants,APOLSINHOT
INE458F01011,NM,NM,NM,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,FMCG,Tea & Coffee,UNITEDTEA
INE819L01012,NM,NM,NM,ELGIRUBCO,Elgi Rubber Company Limited,Chemicals,Rubber & Rubber Prod.,ELGIRUBCO
INE360C01024,NM,NM,NM,DPSCLTD,DPSC Limited,,,DPSCLTD
INE283A01014,NM,NM,NM,PRECOT,Precot Meridian Limited,Textiles,Cotton & Blended Yarn,PRECOT
INE116G01013,NM,NM,NM,VARDHACRLC,Vardhman Acrylics Limited,Textiles,Synthetic Yarn,VARDHACRLC
INE938A01021,NM,NM,NM,LCCINFOTEC,LCC Infotech Limited,Technology,Computer Software,LCCINFOTEC
INE429F01012,NM,NM,NM,SKIL,SKIL Infrastructure Limited,Construction,Infrastructure,SKIL
INE143A01010,NM,NM,NM,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,Chemicals,Nitrogenous Fertilizer.,BINDALAGRO
,NM,NM,NM,TCFSL,TATA Capital Financial Services Limited,Financial,Invest.Services,TCFSL
INE850E01012,NM,NM,NM,LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial,Equipt.Leasing,LFIC
,NM,NM,NM,ARAVALIIND,Aravali Industries Limited,,,ARAVALIIND
,NM,NM,NM,COLORCHIPS,Color Chips Limited,,,COLORCHIPS
,NM,NM,NM,SAITELE,Sai Television Limited,,,SAITELE
,NM,NM,NM,KRISNAFILA,Krishna Filaments Limited,,,KRISNAFILA
,NM,NM,NM,SUBCAPCITY,International Constructions Limited,,,SUBCAPCITY
INE918N01018,NM,NM,NM,VETO,Veto Switchgears And Cables Limited,Engineering,Switching Equipment,VETO
INE412C01015,NM,NM,NM,JMA,Jullundur Motor Agency (Delhi) Limited,Services,Misc.Other Services,JMA
INE584A01023,526371,NMDC,NMDC LTD.,NMDC,NMDC Limited,Metals,Minerals,NMDC
INE875D01011,506991,NOBLEXP,NOBLE EXPLOCHEM LTD.-$,NM,NM,Chemicals,Explosives,NOBLEXP
INE163A01018,500730,NOCIL,NOCIL LTD.,NOCIL,NOCIL Limited,Chemicals,Thermoplastics,NOCIL
INE141B01020,530435,NOESISIND,Noesis Industries Limited,NOESISIND,Noesis Industries Limited,Cons Durable,Consumer Electronics,NOESISIND
INE740C01019,523670,NOIMC,NOIDA MEDICARE CENTRE LTD.,NM,NM,Healthcare,Health Services,NOIMC
INE781B01015,532481,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,NOIDATOLL,Noida Toll Bridge Company Limited,Construction,Construction,NOIDATOLL
INE553C01016,534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,NM,NM,Services,Transport Support Services,NECCLTD
INE193R01019,539110,NORTHLINK,Northlink Fiscal and Capital Services Ltd,NM,NM,Financial,Misc. Fin.services,NORTHLINK
INE317B01034,531465,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,NM,NM,Financial,Hire Purchase,NOUVEAU
INE608C01026,513566,NOVIS,NOVA IRON &amp; STEEL LTD.,NOVAIRNSTL,Nova Iron & Steel Limited,Metals,Sponge Iron,NOVIS
INE900O01014,530733,NOVAPUB,Nova Publications India Ltd,NM,NM,Services,Publishing,NOVAPUB
INE517G01012,531791,NOVAGOLD,NOVAGOLD PETRO-RESOURCES LTD.,NM,NM,Services,Storage & Distribn.,NOVAGOLD
INE234A01025,500672,NOVARTIND,NOVARTIS INDIA LTD.,NOVARTIND,Novartis India Ltd,Healthcare,Drugs & Pharma,NOVARTIND
INE446D01011,530127,NPRFIN,NPR FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,NPRFIN
INE349A01021,530367,NRBBEARING,NRB BEARINGS LTD.,NRBBEARING,NRB Bearing Limited,Engineering,Ball Bearings,NRBBEARING
INE047O01014,535458,NIBL,NRB INDUSTRIAL BEARINGS LTD.,NIBL,NRB Industrial Bearings Limited,Engineering,Ball Bearings,NIBL
INE920C01017,526723,NTCIND,NTC INDUSTRIES LTD.,NM,NM,FMCG,Tobacco Prod.,NTCIND
INE733E01010,532555,NTPC,NTPC LTD.,NTPC,NTPC Limited,Energy,Electricity Generation,NTPC
INE318J01027,533015,NUTEK,NU TEK INDIA LTD.,NUTEK,Nu Tek India Limited,Communication,Telecom.Services,NUTEK
INE096B01018,531209,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS,Nucleus Software Exports Limited,Technology,Computer Software,NUCLEUS
INE041C01012,526313,NUTECH,NU-TECH CORPORATE SERVICES LTD.,NM,NM,Financial,Equipt.Leasing,NUTECH
INE960H01012,531304,NUTECGLOB,NUTECH GLOBAL LTD.,NM,NM,Textiles,Synthetic Fabrics,NUTECGLOB
INE230G01012,524764,NUTRAPR,NUTRAPLUS PRODUCTS (INDIA) LTD.,NM,NM,Chemicals,Inorganic Chem.,NUTRAPR
INE414L01012,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,NM,NM,Financial,Trading,NUWAY
INE432N01010,526488,NYLOFIL,NYLOFIL INDIA LTD.,NM,NM,Textiles,Misc.Textiles,NYLOFIL
INE812K01027,504378,NYSSACORP,Nyssa Corporation Limited,NM,NM,Financial,Invest.Services,NYSSACORP
INE118Q01018,539116,OPCHAINS,O. P. Chains Ltd,NM,NM,Cons Durable,Gems & Jewellery,OPCHAINS
INE876A01015,512489,OASISEC,OASIS SECURITIES LTD.,NM,NM,Financial,Invest.Services,OASISEC
INE189Q01019,538547,OASIS,Oasis Tradelink Ltd,NM,NM,FMCG,Vegetable oils,OASIS
INE093I01010,533273,OBEROIRLTY,OBEROI REALTY LTD.,OBEROIRLTY,Oberoi Realty Limited,Construction,Real Estate,OBEROIRLTY
INE860E01011,535657,OONE,OBJECTONE INFORMATION SYSTEMS LTD.,NM,NM,Engineering,Electronic Components,OONE
INE049J01010,519491,OCEAGRO,OCEAN AGRO (INDIA) LTD.,NM,NM,Chemicals,Plastic Packaging goods,OCEAGRO
INE732P01018,538019,OBIL,Oceanaa Biotek Industries Ltd,NM,NM,Healthcare,Health Services,OBIL
INE290B01025,502165,OCL,OCL INDIA LTD.,OCL,OCL India Limited,Construction,Cement,OCL
INE196J01019,533008,OISL,OCL IRON AND STEEL LTD.,OISL,OCL Iron and Steel Limited,Metals,Steel Tubes & Pipes,OISL
INE779Q01017,538894,OCTAL,Octal Credit Capital Ltd,NM,NM,Financial,Misc. Fin.services,OCTAL
INE839E01023,531996,ODYCORP,ODYSSEY CORPORATION LTD.,NM,NM,Financial,Misc. Fin.services,ODYCORP
INE213B01019,530175,ODYSSEY,ODYSSEY TECHNOLOGIES LTD.-$,NM,NM,Technology,Computer Software,ODYSSEY
INE213A01029,500312,ONGC,OIL AND NATURAL GAS CORPORATION LTD.,ONGC,Oil & Natural Gas Corporation Limited,Energy,Crude Oil & Natural Gas,ONGC
INE591A01010,500313,OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,OILCOUNTUB,Oil Country Tubular Limited,Metals,Steel Tubes & Pipes,OILCOUNTUB
INE274J01014,533106,OIL,OIL INDIA LTD.,OIL,Oil India Limited,Energy,Crude Oil & Natural Gas,OIL
INE457P01012,538607,OJASASSET,Ojas Asset Reconstruction Company Ltd,NM,NM,Financial,Misc. Fin.services,OJASASSET
INE870B01016,526415,OKPLA,OK PLAY INDIA LTD.,NM,NM,Chemicals,Other Plastic Prod.,OKPLA
INE482O01021,521105,OLYMPTX,OLYMPIA INDUSTRIES LTD.,NM,NM,Textiles,Synthetic Yarn,OLYMPTX
INE550L01013,534190,OLPCL,OLYMPIC CARDS LTD.,NM,NM,FMCG,Books & Newspapers,OLPCL
INE286E01019,507609,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,NM,NM,FMCG,Vegetable oils,OLYOI
INE239D01028,531092,OMMETALS,OM METALS INFRAPROJECTS LTD.,OMMETALS,OM Metals Infraprojects Limited,Metals,Other Metal prod.,OMMETALS
INE378P01028,538537,OMANSH,Omansh Enterprises Ltd,NM,NM,Services,Misc.Other Services,OMANSH
INE090B01011,520021,OMAXAUTO,OMAX AUTOS LTD.,OMAXAUTO,Omax Autos Limited,Automobile,Auto Ancillaries,OMAXAUTO
INE800H01010,532880,OMAXE,OMAXE LTD.,OMAXE,Omaxe Limited,Construction,Real Estate,OMAXE
INE112B01013,519479,OMEAG,OMEGA AG-SEEDS (PUNJAB) LTD.,NM,NM,FMCG,Floriculture,OMEAG
INE113B01029,511644,OMEGAIN,OMEGA INTERACTIVE TECHNOLOGIES LTD.,NM,NM,Technology,Computer Software,OMEGAIN
INE680D01015,531496,OMKAR,OMKAR OVERSEAS LTD.,NM,NM,Textiles,Cloth,OMKAR
INE501C01015,532167,OMKARPH,OMKAR PHARMACHEM LTD.,NM,NM,Chemicals,Inorganic Chem.,OMKARPH
INE474L01016,533317,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,OMKARCHEM,Omkar Speciality Chemicals Limited,Chemicals,Chemical Extraction,OMKARCHEM
INE369B01019,532340,OMNIAX,OMNI AXS SOFTWARE LTD.,NM,NM,Technology,Computer Software,OMNIAX
